2025-03-10 17:02:12,140 INFO    MainThread:1359951 [wandb_setup.py:_flush():68] Current SDK version is 0.19.6
2025-03-10 17:02:12,141 INFO    MainThread:1359951 [wandb_setup.py:_flush():68] Configure stats pid to 1359951
2025-03-10 17:02:12,141 INFO    MainThread:1359951 [wandb_setup.py:_flush():68] Loading settings from /home/fathinah.izzati/.config/wandb/settings
2025-03-10 17:02:12,141 INFO    MainThread:1359951 [wandb_setup.py:_flush():68] Loading settings from /l/users/fathinah.izzati/expotion_new/wandb/settings
2025-03-10 17:02:12,141 INFO    MainThread:1359951 [wandb_setup.py:_flush():68] Loading settings from environment variables
2025-03-10 17:02:12,141 INFO    MainThread:1359951 [wandb_init.py:setup_run_log_directory():637] Logging user logs to /l/users/fathinah.izzati/expotion_new/wandb/run-20250310_170212-b65n5wgv/logs/debug.log
2025-03-10 17:02:12,141 INFO    MainThread:1359951 [wandb_init.py:setup_run_log_directory():638] Logging internal logs to /l/users/fathinah.izzati/expotion_new/wandb/run-20250310_170212-b65n5wgv/logs/debug-internal.log
2025-03-10 17:02:12,141 INFO    MainThread:1359951 [wandb_init.py:init():756] calling init triggers
2025-03-10 17:02:12,141 INFO    MainThread:1359951 [wandb_init.py:init():761] wandb.init called with sweep_config: {}
config: {'epochs': 2, 'batch_size': 1, 'learning_rate': 0.01, '_wandb': {}}
2025-03-10 17:02:12,141 INFO    MainThread:1359951 [wandb_init.py:init():789] starting backend
2025-03-10 17:02:12,347 INFO    MainThread:1359951 [wandb_init.py:init():793] sending inform_init request
2025-03-10 17:02:12,351 INFO    MainThread:1359951 [backend.py:_multiprocessing_setup():97] multiprocessing start_methods=fork,spawn,forkserver, using: spawn
2025-03-10 17:02:12,352 INFO    MainThread:1359951 [wandb_init.py:init():808] backend started and connected
2025-03-10 17:02:12,353 INFO    MainThread:1359951 [wandb_init.py:init():901] updated telemetry
2025-03-10 17:02:12,354 INFO    MainThread:1359951 [wandb_init.py:init():936] communicating run to backend with 90.0 second timeout
2025-03-10 17:02:12,843 INFO    MainThread:1359951 [wandb_init.py:init():994] starting run threads in backend
2025-03-10 17:02:12,985 INFO    MainThread:1359951 [wandb_run.py:_console_start():2385] atexit reg
2025-03-10 17:02:12,985 INFO    MainThread:1359951 [wandb_run.py:_redirect():2235] redirect: wrap_raw
2025-03-10 17:02:12,985 INFO    MainThread:1359951 [wandb_run.py:_redirect():2300] Wrapping output streams.
2025-03-10 17:02:12,985 INFO    MainThread:1359951 [wandb_run.py:_redirect():2325] Redirects installed.
2025-03-10 17:02:12,987 INFO    MainThread:1359951 [wandb_init.py:init():1036] run started, returning control to user process
2025-03-10 17:02:24,676 WARNING MsgRouterThr:1359951 [router.py:message_loop():75] message_loop has been closed
